Series ID,Year,Period,Value
LNS14000000,2022,12,3.5
LNS14000000,2023,1,3.4
LNS14000000,2023,2,3.6
LNS14000000,2023,3,3.5
LNS14000000,2023,4,3.4
LNS14000000,2023,5,3.7
LNS14000000,2023,6,3.6
LNS14000000,2023,7,3.5
LNS14000000,2023,8,3.8
LNS14000000,2023,9,3.8
LNS14000000,2023,10,3.8
LNS14000000,2023,11,3.7
LNS14000000,2023,12,3.7
LNS14000000,2024,1,3.7
LNS14000000,2024,2,3.9
LNS14000000,2024,3,3.8
LNS14000000,2024,4,3.9
